specimen,CST,subCST,score,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim
A00005-05,II,II,0.8791597874907441,0.0006818058607277,0.0143185885202979,0.8791597874907441,0.0031974273780365,0.0039383018510874,0.0003484067012837,0.0024506067957097,0.0172738898944145,0.0105409551960247,0.0135554803683749,0.0050666916895427,0.0056015729674101,0.025201333981119
A00005-10,II,II,0.888467989295665,0.0006737461356356,0.014343422496618,0.888467989295665,0.003170522711173,0.0039551388322611,0.0003766068556337,0.0025175564359707,0.0177483966822215,0.010593590923167,0.0136199744413095,0.005095539825493,0.0056650167287346,0.0250669326600357
A00005-11,II,II,0.9002965323706229,0.0006972716061757,0.0145585379275957,0.9002965323706229,0.0032509223889915,0.0040646141393449,0.0003890159866312,0.0025698919683045,0.0181096720196464,0.0106705449458184,0.0137384538453018,0.0051361624575727,0.0057583537849557,0.027354521942998
A00005-12,II,II,0.8877869860286367,0.000672577062756,0.0143329435397769,0.8877869860286367,0.0031654378401847,0.0039553135537568,0.0003551538745882,0.0024986531700308,0.0177785459025812,0.0105844801887426,0.0136139889021475,0.0050920653135705,0.0056680253578502,0.0251580246175793
A00005-14,II,II,0.8661107205852837,0.0006814881245855,0.0142222399609647,0.8661107205852837,0.0031944172863147,0.0038914894519351,0.0003524146452281,0.0024132856735307,0.0168088303658286,0.0104657433392315,0.0134518939116213,0.0050265557518384,0.0055196402104795,0.0246368942093984
A00005-15,II,II,0.9420781113071888,0.0006298674157868,0.0145611616184438,0.9420781113071888,0.0029809396807258,0.0043015949402539,0.0018236175778825,0.0044411631267109,0.0259740456679638,0.0110048682657199,0.0140192630634055,0.0053300236471069,0.0064646818197563,0.0270246632590949
A00005-16,II,II,0.8479042910553329,0.0006800545588543,0.0140824121753137,0.8479042910553329,0.0031843854194367,0.0038349617982798,0.0003348375263238,0.0023410854602334,0.0162755624192001,0.0103490605467868,0.0132895778161822,0.0049675048860098,0.0054152380238627,0.0241682299335059
A00006-01,II,II,0.0236403024059151,0.000107341029637,0.0020761005641035,0.0236403024059151,0.0163541693040305,0.0164195197391738,0.0026550906293745,0.005343522866861,0.003983414637685,0.0011205869809723,0.0010395192184721,0.0002678465025104,0.0044009169412666,0.0082651900047206
A00006-03,II,II,0.2473361483278128,0.0006547494444838,0.0141692364615862,0.2473361483278128,0.0875549282779081,0.112293787406952,0.0501750665546947,0.0989603251735598,0.0430753938685724,0.0095069721428403,0.0087495335095605,0.002366008964502,0.0334560953766244,0.0620076044636964
A00007-01,III,III-A,0.99382541215777,0.0024363083942021,0.0440944553947255,0.0475170341672335,0.99382541215777,0.8538771474163691,0.0566650281893311,0.1223447614810621,0.0819044818489369,0.0179133055277198,0.0119172908800089,0.0009566172513562,0.1280151193368303,0.2482831952715201
A00008-02,IV-B,IV-B,0.4477796297386013,0.0002988898762778,0.0052809622229504,0.0366484360180383,0.0028469538876413,0.0471155515312116,0.2078752577444363,0.4477796297386013,0.0394202896390931,0.0098813447508773,0.0059047415744506,0.0010371309262779,0.0263369962587447,0.0384766132684522
A00008-08,IV-B,IV-B,0.0286356749615335,3.805667280746482e-05,0.0006790989999815,0.003571163153585,0.0007732308352862,0.0044481388119847,0.0158945075961482,0.0286356749615335,0.009882626096534,0.0010305336015038,0.0005174579506672,0.000204905100213,0.0025554571582578,0.0035062813341969
A00008-13,IV-B,IV-B,0.0671925348154944,8.818364197171288e-05,0.0015101555019256,0.0086060619730735,0.0033804907507489,0.0134228411206536,0.0361328597716365,0.0671925348154944,0.0079539615944014,0.0024138725170547,0.0014396833738621,0.0002574387090767,0.0064481616060759,0.0097593642388079
A00008-14,IV-B,IV-B,0.0640797367976359,8.358467963897005e-05,0.0015262944762345,0.0077100883438281,0.0048436005552721,0.0141065790912253,0.0344858118236948,0.0640797367976359,0.0093692910305475,0.0021880219329806,0.0013017189390926,0.0002370095372825,0.0064604325303684,0.0096829752917477
A00008-16,III,III-B,0.086624102040693,0.0003519680851989,0.0069816767714171,0.0096387459705312,0.0750846361488325,0.086624102040693,0.020591798015601,0.0404316216570285,0.0210371133483974,0.0034436421518154,0.0022694571739524,0.0002238638232193,0.0226957622061024,0.0379493768351213
A00008-17,III,III-B,0.7142119037239526,0.0019768437415667,0.0382992639745929,0.0421266960758043,0.6950696495188794,0.7142119037239526,0.0569252287192658,0.1228781686192917,0.0891206128305813,0.0158285198163202,0.0105842719419924,0.0008501240214344,0.1200943824104377,0.2238901485188701
A00009-04,IV-C,IV-C0,8.28512358590469e-06,5.706649134935567e-08,3.1510650383292544e-07,2.299552648043253e-07,1.7274630563333426e-07,6.424943301333893e-07,4.364525301191087e-06,1.4156089838211994e-06,8.28512358590469e-06,1.1489966414708357e-06,1.1920458849114096e-08,1.725970384379926e-07,1.5743223950594148e-07,2.109286452766657e-07
A00009-09,IV-B,IV-B,0.0249076595091274,3.282433489915356e-05,0.0005356645368229,0.0036731597326662,0.0002985627140291,0.0042261791087779,0.0137945179902639,0.0249076595091274,0.0028173143513461,0.0009654322252319,0.0005687373634006,0.0001122174683487,0.0022742878503908,0.0034097175719094
A00009-11,IV-B,IV-B,0.011064595749109,2.1080174315936785e-05,0.0003666769941781,0.0018312593320638,0.0001400993531227,0.001874516057245,0.006258576858061,0.011064595749109,0.0031559455528892,0.0005440529475141,0.000254360464567,0.000112024439418,0.0010965758902281,0.0015245174615963
A00009-12,IV-C,IV-C0,0.0001944020149297,9.502992082551556e-07,2.1305867764540936e-05,4.1879131468001135e-05,1.7950402157279935e-06,1.3192216764107914e-05,7.606500715603595e-05,0.0001087175963461,0.0001944020149297,1.860309714916436e-05,4.937520672752354e-06,7.395276943965113e-06,1.743200371602152e-05,1.1939602421554565e-05
A00009-15,IV-B,IV-B,0.0123965020279435,2.938070253708448e-05,0.0004700207857595,0.0023862356277895,0.0001555318850714,0.0019788496098487,0.007126281777627,0.0123965020279435,0.005460208451467,0.0006675397627034,0.0002764925256911,0.0001792898100659,0.0012710040064711,0.0017930723919011
A00010-01,III,III-B,0.8949339106149469,0.0021963478133881,0.0435015311164843,0.0520362187130561,0.8295394110376602,0.8949339106149469,0.068653741967222,0.1491677805868349,0.1132574481044596,0.0181815977476979,0.0120790144103895,0.0011132432530165,0.1406509992328194,0.2635756510752635
A00010-02,III,III-B,0.8238823492026861,0.0020469244491649,0.0416848824225023,0.0649716327178475,0.7100920681113252,0.8238823492026861,0.0738475593135258,0.158715098613123,0.1357100919814886,0.0180813806247406,0.0118805783703481,0.0015011146308033,0.1381607236326328,0.2533148103839423
A00010-03,IV-C,IV-C0,0.0800272067457927,0.0002487513226207,0.0047028572387,0.0157943857965289,0.0246839881754682,0.0340322164732737,0.0331518530790833,0.0546118100389428,0.0800272067457927,0.0040138365444329,0.0014305732217428,0.0013894684186111,0.0129935412988972,0.0175943402825045
A00010-05,III,III-B,0.8885755721360752,0.0021748162446452,0.0436707281485472,0.0726712909947387,0.7976751403697964,0.8885755721360752,0.0728225602191397,0.1580804841517391,0.120350628421563,0.018638305431745,0.0126017354740163,0.0013413775004886,0.1419677167391141,0.2652705216781524
A00010-08,III,III-B,0.8493121835191183,0.0022202631510975,0.0426687520994298,0.0469180048918393,0.8464618183282351,0.8493121835191183,0.0623676106601091,0.1352203103602654,0.0973366831361585,0.0176337362237802,0.0117203685944049,0.0009702595371363,0.1330346858876491,0.2517933451731231
A00011-01,IV-C,IV-C0,0.0137237916897257,2.282261013740784e-05,0.0003772859793507,0.0013862537159066,4.241986482152996e-05,0.0004175622411016,0.0041538367279853,0.0053418331654842,0.0137237916897257,0.0004736686614947,6.485590167545702e-05,0.0002342592524572,0.0006499568999003,0.0004349926374485
A00011-03,IV-A,IV-A,0.0036321553300707,5.941647577552256e-06,6.615671182657763e-05,0.0002233240406675,2.449307843762524e-05,0.0002695053647949,0.0036321553300707,0.0019227482677205,0.0019993405033854,0.000156495654349,2.7330552731670063e-05,3.7716898003659154e-05,0.0001669637052068,0.0001772588668639
A00011-05,IV-C,IV-C0,0.0011203474390196,5.220576308193941e-06,7.200236752677027e-05,0.0002514356936181,9.050161909171229e-06,7.307980469307492e-05,0.0006156709453214,0.0006576702497913,0.0011203474390196,8.637365880734587e-05,1.1763558263135002e-05,4.184772689638042e-05,9.729515384652497e-05,7.07530000441332e-05
A00011-06,IV-C,IV-C0,0.0002420583822561,8.484807585055816e-07,8.807767718519064e-06,1.129025939308913e-05,1.0885459771331174e-06,1.1904874619437812e-05,0.0001391397031103,5.146398098450368e-05,0.0002420583822561,1.035655118320474e-05,5.784918944970643e-06,4.303190663112394e-06,1.022135761916062e-05,7.810576332036218e-06
A00012-01,III,III-B,0.0393577401767623,0.0001679076517196,0.003561424491553,0.0103458206133293,0.0307153764765809,0.0393577401767623,0.0177936459025754,0.0228357473431086,0.0281443378763592,0.001910061456075,0.0011502146979897,0.0002493328535166,0.0116729038001157,0.0183170277976575
A00012-03,III,III-B,0.0195047107816511,0.0001183464892076,0.0022571864528927,0.0079049661620652,0.0166112130354876,0.0195047107816511,0.0153681022158435,0.0164181119333765,0.0163627135327955,0.0014555088828418,0.0007149956054475,0.0002865716495071,0.0060026046552485,0.009348685482646
A00012-04,IV-C,IV-C0,0.1061234961591413,0.0004924703995194,0.0105244434917749,0.0633719716046735,0.0809726033338154,0.1056612524436083,0.0403152799021705,0.0677118792972667,0.1061234961591413,0.0063321418078792,0.0038974914810462,0.0015807782975289,0.0315876642803661,0.0499342745083066
A00012-06,IV-C,IV-C0,0.0779346723851969,0.0003115732187109,0.0062616908804225,0.0489656680408797,0.0349410030150834,0.0445559305638067,0.0292688515901225,0.0442144525728056,0.0779346723851969,0.0045843061117691,0.002367444197239,0.0015966813653152,0.0154296106346772,0.0231859606027433
A00012-07,IV-C,IV-C0,0.0940017775626911,0.0003961937437985,0.0084169904306812,0.0885706748192108,0.0470612386143323,0.0644788943578468,0.0449064241508883,0.0748155089698473,0.0940017775626911,0.006156590745702,0.0039920390544614,0.0018700712397158,0.0220861687268254,0.0349214503125873
A00012-08,IV-C,IV-C0,0.0635499363673326,0.0001712756059643,0.0030014762151688,0.0301705347205163,0.0021757192554076,0.0047976804521774,0.0207938608783996,0.0303960045340422,0.0635499363673326,0.0032767890109671,0.0010459428088587,0.0016120163532529,0.0046639355599024,0.0047652746399169
A00012-09,III,III-B,0.0205041309063051,9.482850751986188e-05,0.0018473596045229,0.0051272107271122,0.0183719343148833,0.0205041309063051,0.0032493231537846,0.0063422411209775,0.0083249108077947,0.0008893296702198,0.0005870587631933,9.647872962339978e-05,0.0055030517132895,0.0092054236147815
A00012-10,IV-C,IV-C0,0.0716511281167836,0.0002196363315427,0.0042206190604618,0.0273325539016072,0.0197408464637313,0.0258403555862677,0.0222150120046266,0.0345904004041991,0.0716511281167836,0.0034797350025802,0.0013868663396424,0.0013738114381226,0.0100554967539713,0.0138184262556279
A00012-13,II,II,0.0401225736888414,0.0001613759222579,0.0030586459393456,0.0401225736888414,0.0093543267397598,0.0119461529959476,0.0121216411110749,0.0190326617442481,0.0377236718552156,0.0026615431127699,0.0014142343575448,0.0011521426422711,0.00529436079367,0.0078739663192716
A00012-14,II,II,0.0819488686353834,0.0002537243814104,0.0052658757543121,0.0819488686353834,0.0257141485164198,0.0305881564392644,0.0122794663227604,0.0209512151928091,0.0364677952497368,0.0036687832684293,0.002847918918893,0.0013411051719534,0.0102009087164277,0.0178672076603759
A00012-17,III,III-B,0.1029609280168998,0.0004722258006184,0.0104964638314936,0.0999278937523837,0.0760991021635714,0.1029609280168998,0.0466357666884028,0.0795181877971599,0.0757798881188375,0.0064351402175504,0.004957670649766,0.0014040103733964,0.0311174296739373,0.0514841842759457
A00012-18,II,II,0.0733255033469361,0.0003470246025953,0.0074929423486339,0.0733255033469361,0.0493388849860177,0.0669106648807615,0.0418574145480963,0.0677469073560034,0.0524145524488833,0.0050196574588256,0.0037177991916925,0.0011243329506839,0.0212797898264963,0.03500853460618
A00012-19,III,III-B,0.5372276898787168,0.0013936147372093,0.030028106142906,0.0351644802425134,0.4132295838458014,0.5372276898787168,0.0618656262077449,0.1335358934919922,0.1292970814999698,0.0128598829054271,0.0086217381953527,0.0007405390245197,0.1092769237238269,0.1887427565920404
A00012-20,III,III-B,0.3783399071853175,0.0012203576439519,0.0269612843092992,0.1783967425921083,0.2763087678248808,0.3783399071853175,0.0968758050131311,0.2025025520977053,0.1300519353324874,0.0146413793647351,0.0112312685536066,0.0020855753762677,0.0904883733297239,0.1567178984558114
A00012-22,III,III-B,0.1914620623632405,0.0007363986075908,0.0169163227002892,0.1682255033691412,0.1414283430437259,0.1914620623632405,0.0481833071546145,0.095556475221614,0.0947411304367322,0.0091794927698059,0.0078422340624525,0.0017787433230946,0.052404034561472,0.0895245266748039
A00012-23,III,III-B,0.2333410406670087,0.000847595909882,0.0192654109153968,0.1616675892579643,0.1776588214390932,0.2333410406670087,0.0418552565796462,0.0798439068027346,0.102742117245376,0.0096617077728227,0.0080556753842681,0.001755637289676,0.0600882420467996,0.1031086747169428
A00012-24,III,III-B,0.3667896342482248,0.0012962475507043,0.0294450858997279,0.328649431222236,0.2799648493405843,0.3667896342482248,0.0568288851884299,0.1142996482369368,0.1490333137983413,0.0151842510316893,0.0129425251188101,0.0032093549742464,0.0871010378191047,0.1555454310295728
A00012-25,II,II,0.2810704457295499,0.0003519203835014,0.0082331178586348,0.2810704457295499,0.0123091143114086,0.0168990508725849,0.0194682414518806,0.0254524139567083,0.0465587172109364,0.0064510880903017,0.0067104037845452,0.0028300167394977,0.0087007311449761,0.0201529873810707
A00012-26,II,II,0.012218707378036,4.406137377950949e-05,0.0008144661017642,0.012218707378036,0.00473470391971,0.0048990724371885,0.0009972694210045,0.0018225981899235,0.0037759900878598,0.0005100991660463,0.0004526605072966,0.0001652547601578,0.0014288056956083,0.0027384111844905
A00013-03,III,III-B,0.3916238703523299,0.0011078599346329,0.0238747795821702,0.0272554716113317,0.3063065612729739,0.3916238703523299,0.0490334476604105,0.104731132901147,0.1000173507364533,0.0102082503217772,0.0068911119637879,0.0005578892485808,0.086352621759923,0.1465838608475091
A00013-04,IV-C,IV-C0,0.0106721133881052,1.967726206728219e-05,0.0003179454469823,0.0012318999312427,3.436967809972417e-05,0.0003467575333655,0.0029510231428204,0.0044079166251764,0.0106721133881052,0.0003916464962134,5.669100153797492e-05,0.0002032225016349,0.0005583451776993,0.000373597438228
A00013-05,IV-B,IV-B,0.0062438302559353,1.3721268293834866e-05,0.0002136792689038,0.0010154126025763,6.670982077146388e-05,0.0008669347355197,0.003482108334272,0.0062438302559353,0.0025745695237375,0.0003247421286212,0.0001482726295758,8.952407437143514e-05,0.0006014065817182,0.0007364449289163
A00013-06,IV-C,IV-C0,5.879485726343026e-06,4.2698699859256834e-08,2.662694799479514e-07,1.569956080201915e-07,1.2060275113528626e-07,3.5606044642540054e-07,3.470068061577584e-07,3.273099835862953e-07,5.879485726343026e-06,5.833474541199915e-07,7.355672952897849e-09,1.19444776852032e-07,7.865650987273803e-08,9.784062364076322e-08
A00013-07,II,II,0.1979724591780416,0.0002101878503115,0.0048683692134885,0.1979724591780416,0.0010035531106679,0.0014354630297593,0.0011757088592918,0.0013555675704276,0.0079356605453565,0.0036789376756689,0.0047328186412744,0.0017840308678568,0.0021478065496138,0.0090314977658337
A00013-08,II,II,0.0143410140161406,2.083400099151742e-05,0.0004278072372174,0.0143410140161406,9.715156139925744e-05,0.0001196803159838,1.6944983142583087e-05,7.545302795917562e-05,0.0005324114798236,0.0003182663337976,0.0004041620783657,0.0001530607936007,0.0001681763957606,0.0007312685642973
A00013-09,II,II,0.0035278118310228,5.396136946393504e-06,0.0001096864226521,0.0035278118310228,2.430192827685794e-05,3.3336291682455404e-05,3.8148209397712346e-05,6.201659672118207e-05,0.0001631981635054,8.176268726031349e-05,0.0001013191126235,3.930654194622622e-05,4.629815583665889e-05,0.0001851876356956
A00013-10,IV-B,IV-B,0.0073754912136414,1.498037364811741e-05,0.0003270423747611,0.007235180310088,0.0002044446812609,0.000616650340381,0.0037325192216523,0.0073754912136414,0.0006556316478889,0.0002461193764176,0.000428845014971,9.700913697482088e-05,0.0005593780198163,0.0008343954891636
A00013-13,IV-C,IV-C0,0.0564991416802655,0.0001439065695835,0.002288775327894,0.0095589477959869,0.0002623178862407,0.002463425349731,0.0192788493093705,0.0295899593039261,0.0564991416802655,0.0027620551734141,0.0004759812231558,0.0014126216022354,0.0037842521563516,0.0026712279384932
A00013-16,II,II,0.0853126201660136,0.000111314408985,0.002423323088507,0.0853126201660136,0.000513600396046,0.0008625613716519,0.0015765618085024,0.0035052266955449,0.0042420970906923,0.0018350550108112,0.0023277414787763,0.0008855006906182,0.0012049349610476,0.0043674005217537
A00014-01,IV-C,IV-C0,0.0026567069132663,1.3427932686859969e-05,0.0001799706585557,0.0006512112383176,2.4085375820147145e-05,0.000177679929004,0.0010404562349684,0.0015559810958764,0.0026567069132663,0.0002181973569047,3.025343755654204e-05,0.0001086554529269,0.0002465964527282,0.000180138624047
A00014-02,IV-C,IV-C0,0.000528730028282,2.970066269237117e-06,3.791129954471701e-05,0.0001346621938771,5.3900863949549e-06,3.736767749178986e-05,0.0002076401547483,0.000309191439623,0.000528730028282,4.6235214990860056e-05,6.289189743717546e-06,2.264643109047876e-05,5.0055594032804135e-05,3.719547113500392e-05
A00014-04,IV-C,IV-C0,0.0016075668075686,8.4409025679983e-06,0.0001114476619111,0.0003934746612414,1.5081198777796664e-05,0.0001113112162491,0.000652023518231,0.0009580270307153,0.0016075668075686,0.0001344753591464,2.0377402294378828e-05,7.248022575794688e-05,0.0001525090296282,0.0001126037135102
A00014-11,III,III-A,0.0028072915486102,1.3923459422135892e-05,0.0002330149852729,0.0003135244382679,0.0028072915486102,0.0024825401428349,0.0002916531057193,0.0005654065149394,0.0003961842144209,9.841172802776816e-05,6.571935328130789e-05,6.170801650803315e-06,0.0006001228777929,0.0010659780038285
A00014-13,IV-C,IV-C0,0.0128427554998681,4.621723315554024e-05,0.0006734905040939,0.002494848908654,8.365361346084615e-05,0.0006923948976374,0.0046000063035611,0.006879937970509,0.0128427554998681,0.0008264083705068,0.0001159735977061,0.0004141986246983,0.001009047275127,0.0007203106634155
A00014-17,IV-A,IV-A,0.0002876764265217,1.2316579340644629e-06,1.731374650323547e-05,0.0001648495205348,2.809402336651401e-06,1.8045539768695456e-05,0.0002876764265217,0.0001423182546488,0.0001970776240675,2.151106468848872e-05,5.650014276474351e-06,8.88919122053086e-06,1.864173738088184e-05,1.905416706569044e-05
A00014-20,IV-C,IV-C0,0.0484863951449287,9.087369662573536e-05,0.0014586816842935,0.0055668772765169,0.0001680729050664,0.001596872580777,0.0133040271013634,0.0199469293991025,0.0484863951449287,0.0018378413330108,0.0002571567079475,0.0009256625525868,0.0025125530495312,0.0016992922780408
A00014-21,IV-C,IV-C0,0.0481158751920554,8.169294373565931e-05,0.0013212570742436,0.0050374380953419,0.0001517039736178,0.0014587021032738,0.0125725046888798,0.0187961839634172,0.0481158751920554,0.0016681117303378,0.0002334808944837,0.0008378216963397,0.0023101722995647,0.0015612096503313
A00014-22,IV-C,IV-C0,0.0469945098178013,7.622562760341124e-05,0.0012144454082811,0.0045366157138966,0.0001448563522489,0.0013651125551715,0.011577716717276,0.0173162255607252,0.0469945098178013,0.0015515761326627,0.0002136902980273,0.0007586852332209,0.0020980263662345,0.0014563127531932
A00015-17,III,III-A,0.9918673556092452,0.0024508029128487,0.0426584560705351,0.0454899325563482,0.9918673556092452,0.7822042348352726,0.0513270608577772,0.1102222399239037,0.0717974904969434,0.0172226022474648,0.0114408768280871,0.0009154205376793,0.1186261829656191,0.2316665721442009
A00016-01,III,III-A,0.992916795959565,0.0024514805328114,0.0427609020482378,0.0458183093494201,0.992916795959565,0.7864288478571814,0.0516164615074092,0.1108761437549027,0.0723272728669329,0.0172714592941714,0.0114764640662061,0.0009201872130539,0.1191632561081356,0.2326550784980823
A00016-04,III,III-A,0.976205406122282,0.0024105564170914,0.044478250676763,0.0495803645929442,0.976205406122282,0.8786398707150519,0.0593958417328327,0.1284501939365191,0.0878502579203428,0.0181735571744377,0.0120930247948954,0.0010053099863031,0.1318880532185539,0.2545095623766901
A00017-01,III,III-B,0.2237899660877202,0.0008655290358634,0.0164472954847715,0.0180587782203843,0.2190339176422863,0.2237899660877202,0.0242685761494124,0.0505624462225784,0.0375247630384851,0.0068879265792584,0.0046166174905011,0.0003738579319659,0.049423892835731,0.0873284394830384
A00017-12,III,III-A,0.8858399226595912,0.0022773195180399,0.0429928283272283,0.0468873782121546,0.8858399226595912,0.84753295483987,0.0600073062385967,0.1300106637246528,0.0906585966210138,0.0176161608532796,0.0117519438472701,0.000942033665715,0.1310195023169383,0.2499659502914466
A00017-14,III,III-A,0.8631861791494387,0.0022454728051885,0.0424369464042527,0.0463032765277037,0.8631861791494387,0.8294363801063049,0.0594198083775376,0.1286479118026681,0.0899245673382441,0.0174007022842636,0.0116089455508775,0.0009315071470538,0.1294349110748782,0.2464440395632914
A00017-22,III,III-A,0.8879523146190605,0.0022795536042175,0.0431097180367935,0.0470377912064205,0.8879523146190605,0.8528293475750794,0.0603823144731909,0.1308665980164154,0.0913921934533737,0.0176691649794829,0.0117875694783662,0.0009459216054044,0.131665142835296,0.2511402424036194
A00017-25,III,III-B,0.7443171206698027,0.0020437814715331,0.0393901249279751,0.0432534307009295,0.7343248625679443,0.7443171206698027,0.057819239992596,0.1249290267600291,0.0897828304218038,0.0162503966142436,0.0108617236491655,0.0008724110526139,0.1228073730931815,0.2301263493776299
A00018-01,IV-C,IV-C0,0.0067379205548198,1.5677533604514527e-05,0.0002841397795072,0.0017720287546154,3.42120243103068e-05,0.0003971199696345,0.003746197655446,0.0060012056741827,0.0067379205548198,0.0003123689817534,0.0001331638131408,0.0001463571520481,0.0005322482885166,0.0004433524516847
A00018-02,II,II,0.0053428582300945,1.3854203178386626e-05,0.0002560212792336,0.0053428582300945,0.0007020355436461,0.000926133985084,0.0007956450077448,0.0014103363364908,0.0013421299087608,0.0002066676966694,0.0001887855732019,7.713616243903194e-05,0.0003661745824355,0.0007374742026054
A00018-08,III,III-B,0.0365229882385556,0.0001677110991658,0.0034472572218569,0.0181709952610664,0.0323066948450189,0.0365229882385556,0.0055238919606254,0.0111168885846008,0.0109104372385657,0.0016373958264013,0.00128013535677,0.0002426819461065,0.0098600498521791,0.016821728798951
A00018-12,II,II,0.0091987898185381,1.7689423006521632e-05,0.0003895504098902,0.0091987898185381,7.799019156417384e-05,0.0005044768293314,0.0024463314713387,0.0046385677991219,0.0024627445746226,0.0003507019426681,0.0003502303785434,0.00014433148006,0.0004789313798852,0.0008598340537032
A00018-14,IV-B,IV-B,0.031958224511797,2.2278464344526404e-05,0.0005864017019732,0.0086675119618069,0.0001007175125666,0.0015704861461054,0.0146506087181572,0.031958224511797,0.0051287436255246,0.0005153719870703,0.0008690943355081,0.0001810043856919,0.0017592790478691,0.0019211857212063
A00018-16,II,II,0.0362180228393699,4.444978031696905e-05,0.0010774592663206,0.0362180228393699,0.0002027435800547,0.0004830235889974,0.0012199490262184,0.0019634421128994,0.0047970556033154,0.0008613717667066,0.0010142943800222,0.0004118497278036,0.0006534061377221,0.0021275281133756
A00018-20,II,II,0.0237179815873944,3.539926537070295e-05,0.0008061945887819,0.0237179815873944,0.0001437954644167,0.000503749957758,0.0022428575890563,0.0035274359224219,0.00780092809768,0.0007077088994255,0.0006920091154583,0.0003366431356267,0.0006649050839985,0.001575762937794
A00018-26,II,II,0.0492860893185801,6.223379871275437e-05,0.0014739729155025,0.0492860893185801,0.0002858324544161,0.0009040259411402,0.0034907688632394,0.0057523652646808,0.007438976179324,0.0012245925790663,0.0014225984907226,0.0005711351533469,0.0010882373981106,0.0030850061619927
A00018-27,II,II,0.0651077050385765,7.581783327139704e-05,0.0018406619981576,0.0651077050385765,0.0003566411477823,0.0009433531955954,0.0023601137516546,0.0043933502428447,0.0083714995384073,0.001505918491053,0.0017972343617746,0.0007103865859174,0.0011994491315048,0.0038327589567373
A00018-30,IV-B,IV-B,0.0679669307197034,8.082859118931672e-05,0.0016178508119188,0.0168464584520257,0.0003851552586833,0.0055872266168406,0.034491739572068,0.0679669307197034,0.0273171318875769,0.001993914946459,0.0015241704426619,0.0006522740076862,0.0047908969842661,0.0055811151650598
