,0
200,f_Deinococci
201,f_Deltaproteobacteria
202,f_Dermabacteraceae
203,f_Dermacoccaceae
204,f_Desulfobacteraceae
205,f_Desulfobacterales
206,f_Desulfobulbaceae
207,f_Desulfovibrionaceae
208,f_Dietziaceae
209,f_Dysgonamonadaceae
210,f_Eggerthellaceae
211,f_Enterobacterales
212,f_Enterobacteriaceae
213,f_Enterococcaceae
214,f_Erwiniaceae
215,f_Erysipelotrichaceae
216,f_Erysipelotrichales
217,f_Erythrobacteraceae
218,f_Eubacteriaceae
219,f_Euryarchaeota
220,f_Euzebyaceae
221,f_FCB group
222,f_FCB_group
223,f_Firmicutes
224,f_Flammeovirgaceae
225,f_Flavobacteriaceae
226,f_Flavobacteriales
227,f_Flavobacteriia
228,f_Frankiaceae
229,f_Frankiales
230,f_Fusobacteriaceae
231,f_Fusobacteriales
232,f_Gammaproteobacteria
233,f_Geminicoccaceae
234,f_Gemmatimonadaceae
235,f_Geobacteraceae
236,f_Geodermatophilaceae
237,f_Gordoniaceae
238,f_Halieaceae
239,f_Halobacteriaceae
240,f_Halomonadaceae
241,f_Helicobacteraceae
242,f_Holosporaceae
243,f_Holosporales
244,f_Hungateiclostridiaceae
245,f_Hydrogenophilaceae
246,f_Hymenobacteraceae
247,f_Hyphomicrobiaceae
248,f_Iamiaceae
249,f_Intrasporangiaceae
250,f_Isosphaeraceae
251,f_Lachnospiraceae
252,f_Lactobacillaceae
253,f_Lactobacillales
254,f_Legionellaceae
255,f_Legionellales
256,f_Leptotrichiaceae
257,f_Leuconostocaceae
258,f_Listeriaceae
259,f_Marinifilaceae
260,f_Marinilabiliales
261,f_Methanobacteriaceae
262,f_Methylobacteriaceae
263,f_Methylococcaceae
264,f_Methylocystaceae
265,f_Methylophilaceae
266,f_Microbacteriaceae
267,f_Micrococcaceae
268,f_Micrococcales
269,f_Microcoleaceae
270,f_Micromonosporaceae
271,f_Mollicutes
272,f_Moraxellaceae
273,f_Morganellaceae
274,f_Muribaculaceae
275,f_Mycobacteriaceae
276,f_Mycoplasmataceae
277,f_Mycoplasmatales
278,f_Myxococcales
279,f_Nakamurellaceae
280,f_Negativicutes
281,f_Neisseriaceae
282,f_Neisseriales
283,f_Nitrosomonadaceae
284,f_Nitrosomonadales
285,f_Nitrospiraceae
286,f_Nocardiaceae
287,f_Nocardioidaceae
288,f_Nostocales
289,f_Oceanospirillaceae
290,f_Oceanospirillales
291,f_Odoribacteraceae
292,f_Oligoflexia
293,f_Opitutaceae
294,f_Opitutae
295,f_Oscillatoriaceae
296,f_Oscillatoriales
297,f_Oscillatoriophycideae
298,f_Oscillospiraceae
299,f_Oxalobacteraceae
300,f_PVC group
301,f_PVC_group
302,f_Paenibacillaceae
303,f_Paludibacteraceae
304,f_Parachlamydiaceae
305,f_Pasteurellaceae
306,f_Pelagibacteraceae
307,f_Peptococcaceae
308,f_Peptoniphilaceae
309,f_Peptostreptococcaceae
310,f_Phycisphaeraceae
311,f_Phycisphaerae
312,f_Phyllobacteriaceae
313,f_Planctomycetes <Planctomycetes>
314,f_Planctomycetes_<Planctomycetes>
315,f_Planctomycetia
316,f_Planococcaceae
317,f_Polyangiaceae
318,f_Porphyromonadaceae
319,f_Prevotellaceae
320,f_Prochloraceae
321,f_Propionibacteriaceae
322,f_Proteobacteria
323,f_Pseudoalteromonadaceae
324,f_Pseudomonadaceae
325,f_Pseudomonadales
326,f_Pseudonocardiaceae
327,f_Puniceicoccaceae
328,f_Pyrinomonadaceae
329,f_Rhizobiaceae
330,f_Rhodanobacteraceae
331,f_Rhodobacteraceae
332,f_Rhodobacterales
333,f_Rhodocyclaceae
334,f_Rhodospirillaceae
335,f_Rhodospirillales
336,f_Rickettsiaceae
337,f_Rikenellaceae
338,f_Rubrobacteraceae
339,f_Rubrobacteria
340,f_Ruminococcaceae
341,f_SAR116 cluster
342,f_Selenomonadaceae
343,f_Selenomonadales
344,f_Shewanellaceae
345,f_Sinobacteraceae
346,f_Sinocapsaceae
347,f_Solirubrobacteraceae
348,f_Solirubrobacterales
349,f_Spartobacteria
350,f_Sphingobacteriaceae
351,f_Sphingomonadaceae
352,f_Spirochaetaceae
353,f_Spirochaetes <Spirochaetes>
354,f_Spirochaetes_<Spirochaetes>
355,f_Spirochaetia
356,f_Spiroplasmataceae
357,f_Sporolactobacillaceae
358,f_Sporomusaceae
359,f_Staphylococcaceae
360,f_Stenosarchaea group
361,f_Sterolibacteriaceae
362,f_Streptococcaceae
363,f_Streptomycetaceae
364,f_Streptosporangiales
365,f_Succinivibrionaceae
366,f_Sutterellaceae
367,f_Symphyonemataceae
368,f_Synergistaceae
369,f_Synergistetes
370,f_Synergistia
371,f_Tannerellaceae
372,f_Tenericutes
373,f_Tepidisphaeraceae
374,f_Terrabacteria group
375,f_Thermaceae
376,f_Thermoanaerobacteraceae
377,f_Thermoanaerobacterales
378,f_Thermoanaerobacterales Family III. Incertae Sedis
379,f_Thermoguttaceae
380,f_Thermomonosporaceae
381,f_Thiobacillaceae
382,f_Tissierellaceae
383,f_Tissierellales
384,f_Trueperaceae
385,f_Tsukamurellaceae
386,f_Vallitaleaceae
387,f_Vampirovibrionales
388,f_Veillonellaceae
389,f_Verrucomicrobia
390,f_Verrucomicrobia subdivision 3
391,f_Verrucomicrobiaceae
392,f_Verrucomicrobiae
393,f_Verrucomicrobiales
394,f_Vibrionaceae
395,f_Vicinamibacteraceae
396,f_Victivallaceae
397,f_Xanthobacteraceae
398,f_Xanthomonadaceae
399,f_Yersiniaceae
400,f_Zoogloeaceae
401,f_cellular organisms
402,f_delta
403,f_unclassified Alphaproteobacteria
404,f_unclassified Bacteroidales
405,f_unclassified Betaproteobacteria
406,f_unclassified Clostridiales
407,f_unclassified Corynebacteriales
408,f_unclassified Firmicutes sensu stricto
409,f_unclassified Gammaproteobacteria
410,f_unclassified Rhizobiales
411,f_unclassified Rhodospirillales
412,f_unclassified Tissierellia
413,I-A_sim_y
414,I-B_sim_y
415,II_sim_y
416,III-A_sim_y
417,III-B_sim_y
418,IV-A_sim_y
419,IV-B_sim_y
420,IV-C0_sim_y
421,collect_wk
422,was_early_preterm
423,collect_wk
424,age
425,pt__00001
426,pt__00002
427,pt__00003
428,pt__00004
429,pt__00005
430,pt__00006
431,pt__00007
432,pt__00008
433,pt__00009
434,pt__00010
435,pt__00011
436,pt__00012
437,pt__00013
438,pt__00014
439,pt__00015
440,pt__00016
441,pt__00017
442,pt__00018
443,pt__00019
444,pt__00020
445,pt__00021
446,pt__00022
447,pt__00023
448,pt__00024
449,pt__00025
450,pt__00026
451,pt__00027
452,pt__00028
453,pt__00029
454,pt__00030
455,pt__00031
456,pt__00032
457,pt__00033
458,pt__00034
459,pt__00035
460,pt__00036
461,pt__00037
462,pt__00038
463,pt__00039
464,pt__00040
465,pt__00041
466,pt__00042
467,pt__00043
468,pt__00044
469,pt__00045
470,pt__00046
471,pt__00047
472,pt__00048
473,pt__00049
474,pt__00050
475,pt__00051
476,pt__00052
477,pt__00053
478,pt__00054
479,pt__00055
480,pt__00056
481,pt__00057
482,pt__00058
483,pt__00059
484,pt__00060
485,pt__00061
486,pt__00062
487,pt__00063
488,pt__00064
489,pt__00065
490,pt__00066
491,pt__00067
492,pt__00068
493,pt__00069
494,pt__00070
495,pt__00071
496,pt__00072
497,pt__00073
498,pt__00074
499,pt__00075
500,pt__00076
501,pt__00077
502,pt__00078
503,pt__00079
504,pt__00080
505,pt__00081
506,pt__00082
507,pt__00083
508,pt__00084
509,pt__00085
510,pt__00086
511,pt__00087
512,pt__00088
513,pt__00089
514,pt__00090
515,pt__00091
516,pt__00092
517,pt__00093
518,pt__00094
519,pt__00095
520,pt__00096
521,pt__00097
522,pt__00098
523,pt__00099
524,pt__00100
525,pt__00101
526,pt__00102
527,pt__00103
528,pt__00104
529,pt__00105
530,pt__00106
531,pt__00107
532,pt__00108
533,pt__00109
534,pt__00110
535,pt__00111
536,pt__00112
537,pt__00113
538,pt__00114
539,pt__00115
540,pt__00116
541,pt__00117
542,pt__00118
543,pt__00119
544,pt__00120
545,pt__00121
546,pt__00122
547,pt__00123
548,pt__00124
549,pt__00125
550,pt__00126
551,pt__00127
552,pt__00128
553,pt__00129
554,pt__00130
555,pt__00131
556,pt__00132
557,pt__00133
558,pt__00134
559,pt__00135
560,pt__00136
561,pt__00137
562,pt__00138
563,pt__00139
564,pt__00140
565,pt__00141
566,pt__00142
567,pt__00143
568,pt__00144
569,pt__00145
570,pt__00146
571,pt__00147
572,pt__00148
573,pt__00149
574,pt__00150
575,pt__00151
576,pt__00152
577,pt__00153
578,pt__00154
579,pt__00155
580,pt__00156
581,pt__00157
582,pt__00158
583,pt__00159
584,pt__00160
585,pt__00161
586,pt__00162
587,pt__00163
588,pt__00164
589,pt__00165
590,pt__00166
591,pt__00167
592,pt__00168
593,pt__00169
594,pt__00170
595,pt__00171
596,pt__00172
597,pt__00173
598,pt__00174
599,pt__00175
600,pt__00176
601,pt__00177
602,pt__00178
603,pt__00179
604,pt__00180
605,pt__00181
606,pt__00182
607,pt__00183
608,pt__00184
609,pt__00185
610,pt__00186
611,pt__00187
612,pt__00188
613,pt__00189
614,pt__00190
615,pt__00191
616,pt__00192
617,pt__00193
618,pt__00194
619,pt__00195
620,pt__00196
621,pt__00197
622,pt__00198
623,pt__00199
624,pt__00200
625,pt__00201
626,pt__00202
627,pt__00203
628,pt__00204
629,pt__00205
630,pt__00206
631,pt__00207
632,pt__00208
633,pt__00209
634,pt__00210
635,pt__00211
636,pt__00212
637,pt__00213
638,pt__00214
639,pt__00215
640,pt__00216
641,pt__00217
642,pt__00218
643,pt__00219
644,pt__00220
645,pt__00221
646,pt__00222
647,pt__00223
648,pt__00224
649,pt__00225
650,pt__00226
651,pt__00227
652,pt__00228
653,pt__00229
654,pt__00230
655,pt__00231
656,pt__00232
657,pt__00233
658,pt__00234
659,pt__00235
660,pt__00236
661,pt__00237
662,pt__00238
663,pt__00239
664,pt__00240
665,pt__00241
666,pt__00242
667,pt__00243
668,pt__00244
669,pt__00245
670,pt__00246
671,pt__00247
672,pt__00248
673,pt__00249
674,pt__00250
675,pt__00251
676,pt__00252
677,pt__00253
678,pt__00254
679,pt__00255
680,pt__00256
681,pt__00257
682,pt__00258
683,pt__00259
684,pt__00260
685,pt__00261
686,pt__00262
687,pt__00263
688,pt__00264
689,pt__00265
690,pt__00266
691,pt__00267
692,pt__00268
693,pt__00269
694,pt__00270
695,pt__00271
696,pt__00272
697,pt__00273
698,pt__00274
699,pt__00275
700,pt__00276
701,pt__00277
702,pt__00278
703,pt__00279
704,pt__00280
705,pt__00281
706,pt__00282
707,pt__00283
708,pt__00284
709,pt__00285
710,pt__00286
711,pt__00287
712,pt__00288
713,pt__00289
714,pt__00290
715,pt__00291
716,pt__00292
717,pt__00293
718,pt__00294
719,pt__00295
720,pt__00296
721,pt__00297
722,pt__00298
723,pt__00299
724,pt__00300
725,pt__00301
726,pt__00302
727,pt__00303
728,pt__00304
729,pt__00305
730,pt__00306
731,pt__00307
732,pt__00308
733,pt__00309
734,pt__00310
735,pt__00311
736,pt__00312
737,pt__00313
738,pt__00314
739,pt__00315
740,pt__00316
741,pt__00317
742,pt__00318
743,pt__00319
744,pt__00320
745,pt__00321
746,pt__00322
747,pt__00323
748,pt__00324
749,pt__00325
750,pt__00326
751,pt__00327
752,pt__00328
753,pt__00329
754,pt__00330
755,pt__00331
756,pt__00332
757,pt__00333
758,pt__00334
759,pt__00335
760,pt__00336
761,pt__00337
762,pt__00338
763,pt__00339
764,pt__00340
765,pt__00341
766,pt__00342
767,pt__00343
768,pt__00344
769,pt__00345
770,pt__00346
771,pt__00347
772,pt__00348
773,pt__00349
774,pt__00350
775,pt__00351
776,pt__00352
777,pt__00353
778,pt__00354
779,pt__00355
780,pt__00356
781,pt__00357
782,pt__00358
783,pt__00359
784,pt__00360
785,pt__00361
786,pt__00362
787,pt__00363
788,pt__00364
789,pt__00365
790,pt__00366
791,pt__00367
792,pt__00368
793,pt__00369
794,pt__00370
795,pt__00371
796,pt__00372
797,pt__00373
798,pt__00374
799,pt__00375
800,pt__00376
801,pt__00377
802,pt__00378
803,pt__00379
804,pt__00380
805,pt__00381
806,pt__00382
807,pt__00383
808,pt__00384
809,pt__00385
810,pt__00386
811,pt__00387
812,pt__00388
813,pt__00389
814,pt__00390
815,pt__00391
816,pt__00392
817,pt__00393
818,pt__00394
819,pt__00395
820,pt__00396
821,pt__00397
822,pt__00398
823,pt__00399
824,pt__00400
825,pt__00401
826,pt__00402
827,pt__00403
828,pt__00404
829,pt__00405
830,pt__00406
831,pt__00407
832,pt__00408
833,pt__00409
834,pt__00410
835,pt__00411
836,pt__00412
837,pt__00413
838,pt__00414
839,pt__00415
840,pt__00416
841,pt__00417
842,pt__00418
843,pt__00419
844,pt__00420
845,pt__00421
846,pt__00422
847,pt__00423
848,pt__00424
849,pt__00425
850,pt__00426
851,pt__00427
852,pt__00428
853,pt__00429
854,pt__00430
855,pt__00431
856,pt__00432
857,pt__00433
858,pt__00434
859,pt__00435
860,pt__00436
861,pt__00437
862,pt__00438
863,pt__00439
864,pt__00440
865,pt__00441
866,pt__00442
867,pt__00443
868,pt__00444
869,pt__00445
870,pt__00446
871,pt__00447
872,pt__00448
873,pt__00449
874,pt__00450
875,pt__00451
876,pt__00452
877,pt__00453
878,pt__00454
879,pt__00455
880,pt__00456
881,pt__00457
882,pt__00458
883,pt__00459
884,pt__00460
885,pt__00461
886,pt__00462
887,pt__00463
888,pt__00464
889,pt__00465
890,pt__00466
891,pt__00467
892,pt__00468
893,pt__00469
894,pt__00470
895,pt__00471
896,pt__00472
897,pt__00473
898,pt__00474
899,pt__00475
900,pt__00476
901,pt__00477
902,pt__00478
903,pt__00479
904,pt__00480
905,pt__00481
906,pt__00482
907,pt__00483
908,pt__00484
909,pt__00485
910,pt__00486
911,pt__00487
912,pt__00488
913,pt__00489
914,pt__00490
915,pt__00491
916,pt__00492
917,pt__00493
918,pt__00494
919,pt__00495
920,pt__00496
921,pt__00497
922,pt__00498
923,pt__00499
924,pt__00500
925,pt__00501
926,pt__00502
927,pt__00503
928,pt__00504
929,pt__00505
930,pt__00506
931,pt__00507
932,pt__00508
933,pt__00509
934,pt__00510
935,pt__00511
936,pt__00512
937,pt__00513
938,pt__00514
939,pt__00515
940,pt__00516
941,pt__00517
942,pt__00518
943,pt__00519
944,pt__00520
945,pt__00521
946,pt__00522
947,pt__00523
948,pt__00524
949,pt__00525
950,pt__00526
951,pt__00527
952,pt__00528
953,pt__00529
954,pt__00530
955,pt__00531
956,pt__00532
957,pt__00533
958,pt__00534
959,pt__00535
960,pt__00536
961,pt__00537
962,pt__00538
963,pt__00539
964,pt__00540
965,pt__00541
966,pt__00542
967,pt__00543
968,pt__00544
969,pt__00545
970,pt__00546
971,pt__00547
972,pt__00548
973,pt__00549
974,pt__00550
975,pt__00551
976,pt__00552
977,pt__00553
978,pt__00554
979,pt__00555
980,pt__00556
981,pt__00557
982,pt__00558
983,pt__00559
984,pt__00560
985,pt__00561
986,pt__00562
987,pt__00563
988,pt__00564
989,pt__00565
990,pt__00566
991,pt__00567
992,pt__00568
993,pt__00569
994,pt__00570
995,pt__00571
996,pt__00572
997,pt__00573
998,pt__00574
999,pt__00575
1000,pt__00576
1001,pt__00577
1002,pt__00578
1003,pt__00579
1004,pt__00580
1005,pt__00581
1006,pt__00582
1007,pt__00583
1008,pt__00584
1009,pt__00585
1010,pt__00586
1011,pt__00587
1012,pt__00588
1013,pt__00589
1014,pt__00590
1015,pt__00591
1016,pt__00592
1017,pt__00593
1018,pt__00594
1019,pt__00595
1020,pt__00596
1021,pt__00597
1022,pt__00598
1023,pt__00599
1024,pt__00600
1025,pt__00601
1026,pt__00602
1027,pt__00603
1028,pt__00604
1029,pt__00605
1030,pt__00606
1031,pt__00607
1032,pt__00608
1033,pt__00609
1034,pt__00610
1035,pt__00611
1036,pt__00612
1037,pt__00613
1038,pt__00614
1039,pt__00615
1040,pt__00616
1041,pt__00617
1042,pt__00618
1043,pt__00619
1044,pt__00620
1045,pt__00621
1046,pt__00622
1047,pt__00623
1048,pt__00624
1049,pt__00625
1050,pt__00626
1051,pt__00627
1052,pt__00628
1053,pt__00629
1054,pt__00630
1055,pt__00631
1056,pt__00632
1057,pt__00633
1058,pt__00634
1059,pt__00635
1060,pt__00636
1061,pt__00637
1062,pt__00638
1063,pt__00639
1064,pt__00640
1065,pt__00641
1066,pt__00642
1067,pt__00643
1068,pt__00644
1069,pt__00645
1070,pt__00646
1071,pt__00647
1072,pt__00648
1073,pt__00649
1074,pt__00650
1075,pt__00651
1076,pt__00652
1077,pt__00653
1078,pt__00654
1079,pt__00655
1080,pt__00656
1081,pt__00657
1082,pt__00658
1083,pt__00659
1084,pt__00660
1085,pt__00661
1086,pt__00662
1087,pt__00663
1088,pt__00664
1089,pt__00665
1090,pt__00666
1091,pt__00667
1092,pt__00668
1093,pt__00669
1094,pt__00670
1095,pt__00671
1096,pt__00672
1097,pt__00673
1098,pt__00674
1099,pt__00675
1100,pt__00676
1101,pt__00677
1102,pt__00678
1103,pt__00679
1104,pt__00680
1105,pt__00681
1106,pt__00682
1107,pt__00683
1108,pt__00684
1109,pt__00685
1110,pt__00686
1111,pt__00687
1112,pt__00688
1113,pt__00689
1114,pt__00690
1115,pt__00691
1116,pt__00692
1117,pt__00693
1118,pt__00694
1119,pt__00695
1120,pt__00696
1121,pt__00697
1122,pt__00698
1123,pt__00699
1124,pt__00700
1125,pt__00701
1126,pt__00702
1127,pt__00703
1128,pt__00704
1129,pt__00705
1130,pt__00706
1131,pt__00707
1132,pt__00708
1133,pt__00709
1134,pt__00710
1135,pt__00711
1136,pt__00712
1137,pt__00713
1138,pt__00714
1139,pt__00715
1140,pt__00716
1141,pt__00717
1142,pt__00718
1143,pt__00719
1144,pt__00720
1145,pt__00721
1146,pt__00722
1147,pt__00723
1148,pt__00724
1149,pt__00725
1150,pt__00726
1151,pt__00727
1152,pt__00728
1153,pt__00729
1154,pt__00730
1155,pt__00731
1156,pt__00732
1157,pt__00733
1158,pt__00734
1159,pt__00735
1160,pt__00736
1161,pt__00737
1162,pt__00738
1163,pt__00739
1164,pt__00740
1165,pt__00741
1166,pt__00742
1167,pt__00743
1168,pt__00744
1169,pt__00745
1170,pt__00746
1171,pt__00747
1172,pt__00748
1173,pt__00749
1174,pt__00750
1175,pt__00751
1176,pt__00752
1177,pt__00753
1178,pt__00754
1179,pt__00755
1180,pt__00756
1181,pt__00757
1182,pt__00758
1183,pt__00759
1184,pt__00760
1185,pt__00761
1186,pt__00762
1187,pt__00763
1188,pt__00764
1189,pt__00765
1190,pt__00766
1191,pt__00767
1192,pt__00768
1193,pt__00769
1194,pt__00770
1195,pt__00771
1196,pt__00772
1197,pt__00773
1198,pt__00774
1199,pt__00775
1200,pt__00776
1201,pt__00777
1202,pt__00778
1203,pt__00779
1204,pt__00780
1205,pt__00781
1206,pt__00782
1207,pt__00783
1208,pt__00784
1209,pt__00785
1210,pt__00786
1211,pt__00787
1212,pt__00788
1213,pt__00789
1214,pt__00790
1215,pt__00791
1216,pt__00792
1217,pt__00793
1218,pt__00794
1219,pt__00795
1220,pt__00796
1221,pt__00797
1222,pt__00798
1223,pt__00799
1224,pt__00800
1225,pt__00801
1226,pt__00802
1227,pt__00803
1228,pt__00804
1229,pt__00805
1230,pt__00806
1231,pt__00807
1232,pt__00808
1233,pt__00809
1234,pt__00810
1235,pt__00811
1236,pt__00812
1237,pt__00813
1238,pt__00814
1239,pt__00815
1240,pt__00816
1241,pt__00817
1242,pt__00818
1243,pt__00819
1244,pt__00820
1245,pt__00821
1246,pt__00822
1247,pt__00823
1248,pt__00824
1249,pt__00825
1250,pt__00826
1251,pt__00827
1252,pt__00828
1253,pt__00829
1254,pt__00830
1255,pt__00831
1256,pt__00832
1257,pt__00833
1258,pt__00834
1259,pt__00835
1260,pt__00836
1261,pt__00837
1262,pt__00838
1263,pt__00839
1264,pt__00840
1265,pt__00841
1266,pt__00842
1267,pt__00843
1268,pt__00844
1269,pt__00845
1270,pt__00846
1271,pt__00847
1272,pt__00848
1273,pt__00849
1274,pt__00850
1275,pt__00851
1276,pt__00852
1277,pt__00853
1278,pt__00854
1279,pt__00855
1280,pt__00856
1281,pt__00857
1282,pt__00858
1283,pt__00859
1284,pt__00860
1285,pt__00861
1286,pt__00862
1287,pt__00863
1288,pt__00864
1289,pt__00865
1290,pt__00866
1291,pt__00867
1292,pt__00868
1293,pt__00869
1294,pt__00870
1295,pt__00871
1296,pt__00872
1297,pt__00873
1298,pt__00874
1299,pt__00875
1300,pt__00876
1301,pt__00877
1302,pt__00878
1303,pt__00879
1304,pt__00880
1305,pt__00881
1306,pt__00882
1307,pt__00883
1308,pt__00884
1309,pt__00885
1310,pt__00886
1311,pt__00887
1312,pt__00888
1313,pt__00889
1314,pt__00890
1315,pt__00891
1316,pt__00892
1317,pt__00893
1318,pt__00894
1319,pt__00895
1320,pt__00896
1321,pt__00897
1322,pt__00898
1323,pt__00899
1324,pt__00900
1325,pt__00901
1326,pt__00902
1327,pt__00903
1328,pt__00904
1329,pt__00905
1330,pt__00906
1331,pt__00907
1332,pt__00908
1333,pt__00909
1334,pt__00910
1335,pt__00911
1336,pt__00912
1337,pt__00913
1338,pt__00914
1339,pt__00915
1340,pt__00916
1341,pt__00917
1342,pt__00918
1343,pt__00919
1344,pt__00920
1345,pt__00921
1346,pt__00922
1347,pt__00923
1348,pt__00924
1349,pt__00925
1350,pt__00926
1351,pt__00927
1352,pt__00928
1353,pt__00929
1354,pt__00930
1355,pt__00931
1356,pt__00932
1357,pt__00933
1358,pt__00934
1359,pt__00935
1360,pt__00936
1361,pt__00937
1362,pt__00938
1363,pt__00939
1364,pt__00940
1365,pt__00941
1366,pt__00942
1367,pt__00943
1368,pt__00944
1369,pt__00945
1370,pt__00946
1371,pt__00947
1372,pt__00948
1373,pt__00949
1374,pt__00950
1375,pt__00951
1376,pt__00952
1377,pt__00953
1378,pt__00954
1379,pt__00955
1380,pt__00956
1381,pt__00957
1382,pt__00958
